s_m,x_m,y_m,z_m,heading_rad,curvature_radpm,slope_pct
797.0,788.6846964123487,-499.0455033032585,0.0,-4.123818462965877,0.0019728163094565915,0.0
798.0,788.1297909695634,-498.2159417259358,0.0,-4.121834151924416,0.001995587746411953,0.0
799.0,787.5731525668905,-497.3873723496007,0.0,-4.119827090470615,0.00201830989394309,0.0
800.0,787.014759675198,-496.55980484850187,0.0,-4.117797328646461,0.002040981130223456,0.0
801.0,786.4545907653539,-495.73324889688774,0.0,-4.115744918129151,0.0020635998076445894,0.0
802.0,785.8926243082267,-494.907714169007,0.0,-4.113669912256318,0.002086164252907276,0.0
803.0,785.3288387746842,-494.08321033910823,0.0,-4.111572366052079,0.0021086727670881007,0.0
804.0,784.7632126355946,-493.25974708143974,0.0,-4.1094523362524145,0.0021311236257568794,0.0
805.0,784.1957243618261,-492.43733407025036,0.0,-4.107309881330854,0.0021535150791398244,0.0
806.0,783.6263524242471,-491.61598097978845,0.0,-4.105145061523475,0.002175845352259691,0.0
807.0,783.0550752937252,-490.79569748430254,0.0,-4.1029579388543675,0.0021981126451036427,0.0
808.0,782.481871441129,-489.97649325804133,0.0,-4.100748577160648,0.0022203151328173804,0.0
809.0,781.9067193373264,-489.15837797525325,0.0,-4.098517042116864,0.002242450965926425,0.0
810.0,781.3295974531858,-488.34136131018687,0.0,-4.096263401259898,0.002264518270557593,0.0
811.0,780.750484259575,-487.5254529370908,0.0,-4.093987724013145,0.0022865151487194064,0.0
812.0,780.1693582273624,-486.7106625302135,0.0,-4.091690081710681,0.002308439678582376,0.0
813.0,779.5861978274161,-485.89699976380354,0.0,-4.089370547620678,0.0023302899147443767,0.0
814.0,779.000981530604,-485.08447431210953,0.0,-4.0870291969693575,0.002352063888566252,0.0
815.0,778.4136878077948,-484.27309584938,0.0,-4.084666106963586,0.002373759608548655,0.0
816.0,777.8242951298561,-483.46287404986344,0.0,-4.082281356813772,0.002395375060678249,0.0
817.0,777.2327819676561,-482.65381858780836,0.0,-4.079875027756568,0.0024169082088025184,0.0
818.0,776.6391267920632,-481.84593913746346,0.0,-4.077447203076547,0.0024383569950732842,0.0
819.0,776.0433080739455,-481.03924537307716,0.0,-4.074997968127597,0.002459719340356984,0.0
820.0,775.4453042841709,-480.23374696889806,0.0,-4.072527410354266,0.002480993144698423,0.0
821.0,774.8450938936078,-479.42945359917474,0.0,-4.070035619312534,0.002502176287847594,0.0
822.0,774.2426553731243,-478.62637493815566,0.0,-4.067522686689383,0.002523266629732568,0.0
823.0,773.6379671935883,-477.82452066008943,0.0,-4.0649887063229775,0.002544262010964233,0.0
824.0,773.0310078258683,-477.02390043922463,0.0,-4.062433774221585,0.002565160253450723,0.0
825.0,772.4217557408323,-476.2245239498097,0.0,-4.059857988581664,0.002585959160958749,0.0
826.0,771.8101894093484,-475.4264008660933,0.0,-4.057261449806225,0.0026066565197049307,0.0
827.0,771.1962873022846,-474.6295408623239,0.0,-4.0546442605221396,0.002627250098999223,0.0
828.0,770.5800278905094,-473.83395361275,0.0,-4.052006525596351,0.002647737651882563,0.0
829.0,769.9613896448908,-473.0396487916204,0.0,-4.049348352152144,0.002668116915842043,0.0
830.0,769.3403510362969,-472.2466360731833,0.0,-4.046669849584347,0.0026883856134874507,0.0
831.0,768.7168905355956,-471.4549251316876,0.0,-4.043971129574226,0.0027085414532672025,0.0
832.0,768.0909866136556,-470.66452564138154,0.0,-4.041252306102667,0.0027285821302442314,0.0
833.0,767.4626177413445,-469.8754472765138,0.0,-4.038513495463433,0.00274850532685925,0.0
834.0,766.8317623895307,-469.08769971133296,0.0,-4.035754816276107,0.0027683087137520624,0.0
835.0,766.1983990290823,-468.3012926200875,0.0,-4.032976389496643,0.0027879899505672667,0.0
836.0,765.5625061308675,-467.51623567702603,0.0,-4.030178338428433,0.0028075466867670024,0.0
837.0,764.9240621657544,-466.73253855639706,0.0,-4.027360788732029,0.0028269765625639843,0.0
838.0,764.2830456046112,-465.9502109324492,0.0,-4.024523868434016,0.002846277209809297,0.0
839.0,763.6394349183059,-465.16926247943087,0.0,-4.021667707934935,0.0028654462528512016,0.0
840.0,762.9932085777068,-464.38970287159077,0.0,-4.018792440016426,0.002884481309517588,0.0
841.0,762.344345053682,-463.61154178317724,0.0,-4.015898199847218,0.002903379992086373,0.0
842.0,761.6928228170997,-462.8347888884391,0.0,-4.012985124988202,0.0029221399082260792,0.0
843.0,761.0386203388277,-462.05945386162466,0.0,-4.010053355396957,0.0029407586620348192,0.0
844.0,760.3817160897347,-461.28554637698255,0.0,-4.007103033430258,0.002959233855058141,0.0
845.0,759.7220885406883,-460.51307610876137,0.0,-4.004134303846577,0.002977563087312626,0.0
846.0,759.059716162557,-459.7420527312097,0.0,-4.001147313807209,0.0029957439583852947,0.0
847.0,758.3945774262089,-458.97248591857596,0.0,-3.998142212875665,0.003013774068477502,0.0
848.0,757.7266508025119,-458.20438534510873,0.0,-3.995119153017165,0.003031651019525215,0.0
849.0,757.0559147623346,-457.4377606850566,0.0,-3.9920782885958777,0.0030493724235921083,0.0
850.0,756.3823477765446,-456.67262161266814,0.0,-3.989019776371887,0.0030747935024589674,0.0
851.0,755.7059283160105,-455.9089778021918,0.0,-3.9859437754966436,0.0031541962605137193,0.0
852.0,755.0266348516002,-455.1468389278762,0.0,-3.9828504475068387,0.0033642053885497725,0.0
853.0,754.3444458541818,-454.38621466396995,0.0,-3.9797399562166578,0.003750996772446153,0.0
854.0,753.6593397945295,-453.6271146849273,0.0,-3.976502461431791,0.0043233780657379985,0.0
855.0,752.9711933263577,-452.8697715267382,0.0,-3.972600156813847,0.0050832537654263345,0.0
856.0,752.2794876736759,-452.1152832588437,0.0,-3.9674984093594987,0.006032990427122765,0.0
857.0,751.5836080771612,-451.36495804310874,0.0,-3.96108570079402,0.007167507189863269,0.0
858.0,750.8829397774908,-450.6201040413982,0.0,-3.953350558154179,0.008443643852017266,0.0
859.0,750.1768680153414,-449.882029415577,0.0,-3.944278112133335,0.009788169250366836,0.0
860.0,749.4647780313902,-449.1520423275101,0.0,-3.933850425610443,0.011158481791829988,0.0
861.0,748.7460550663145,-448.4314509390625,0.0,-3.92204689137992,0.012549420307211623,0.0
862.0,748.0200843607911,-447.7215634120989,0.0,-3.9088447129374764,0.013962670457343864,0.0
863.0,747.2862511554969,-447.0236879084844,0.0,-3.894219483730734,0.01539924895374302,0.0
864.0,746.5439406911092,-446.339132590084,0.0,-3.878145881337165,0.01685938124200297,0.0
865.0,745.7925382083051,-445.6692056187625,0.0,-3.860598493310071,0.018342365661585057,0.0
866.0,745.0314289477612,-445.01521515638484,0.0,-3.8415527905746285,0.01984642665650346,0.0
867.0,744.2599981501552,-444.37846936481606,0.0,-3.820986261816747,0.021368561518027112,0.0
868.0,743.4776310561635,-443.7602764059209,0.0,-3.7988797177855744,0.022904387459169038,0.0
869.0,742.6837129064635,-443.1619444415645,0.0,-3.775218767269631,0.024447998479175732,0.0
870.0,741.8776289417323,-442.5847816336117,0.0,-3.7499954562075306,0.025991428170816518,0.0
871.0,741.0587644026467,-442.0300961439275,0.0,-3.7232100476079886,0.027481738794597806,0.0
872.0,740.2265045298839,-441.49919613437663,0.0,-3.694872902610881,0.028743350928809527,0.0
873.0,739.3802345641209,-440.9933897668242,0.0,-3.6650064025653584,0.029558131421387773,0.0
874.0,738.5193397460347,-440.5139852031351,0.0,-3.633652655434586,0.029826111579611708,0.0
875.0,737.6432108937612,-440.06228056745874,0.0,-3.601468981043366,0.02953964473215485,0.0
876.0,736.7518139399683,-439.63853895412893,0.0,-3.570222591008506,0.02870335311458962,0.0
877.0,735.8461817770718,-439.2411032570862,0.0,-3.541177792569227,0.02732558425147144,0.0
878.0,734.927463183171,-438.86810781157396,0.0,-3.5144621491317283,0.025460962408935223,0.0
879.0,733.996806936365,-438.5176869528357,0.0,-3.4900657748369732,0.023287796555768545,0.0
880.0,733.0553618147533,-438.1879750161151,0.0,-3.4679665867350113,0.021027825848872212,0.0
881.0,732.1042765964346,-437.8771063366555,0.0,-3.4481342917443327,0.01878542367807845,0.0
882.0,731.1447000595085,-437.5832152497006,0.0,-3.4305338710085262,0.01657343967251926,0.0
883.0,730.177780982074,-437.30443609049365,0.0,-3.4151285492625862,0.014393314728393794,0.0
884.0,729.2046681422303,-437.0389031942785,0.0,-3.4018822724309357,0.012244147118407312,0.0
885.0,728.2265103180766,-436.7847508962983,0.0,-3.3907617377769212,0.010137849408314128,0.0
886.0,727.2444562877121,-436.5401135317968,0.0,-3.3817380307765106,0.008159608756055845,0.0
887.0,726.259654829236,-436.30312543601747,0.0,-3.374787924597961,0.006454460222991834,0.0
888.0,725.2732547207474,-436.0719209442039,0.0,-3.369894894223681,0.005108143994918387,0.0
889.0,724.2864047403457,-435.84463439159947,0.0,-3.3668433768127803,0.004131720772622138,0.0
890.0,723.3000518320953,-435.619782729103,0.0,-3.3645845208735503,0.003521726115218853,0.0
891.0,722.3143220889933,-435.3974389904077,0.0,-3.362063857698086,0.0032755797766261174,0.0
892.0,721.3291329561704,-435.17807174180575,0.0,-3.3590661365809136,0.003376958803657372,0.0
893.0,720.3444018787221,-434.9621495496556,0.0,-3.3555895411558083,0.003735794027493704,0.0
894.0,719.360046301744,-434.75014098031545,0.0,-3.351632248605599,0.004202081084687035,0.0
895.0,718.3759836703316,-434.54251460014365,0.0,-3.347192453343277,0.004685339885951181,0.0
896.0,717.3921314295806,-434.3397389754986,0.0,-3.342268394441981,0.005170255303147885,0.0
897.0,716.4084070245865,-434.1422826727384,0.0,-3.3368583868594377,0.0056567261514873955,0.0
898.0,715.4247279004449,-433.95061425822155,0.0,-3.33096085652658,0.006144614139734487,0.0
899.0,714.4410115022513,-433.7652022983063,0.0,-3.324574379349103,0.00663374000534102,0.0
900.0,713.4571752751015,-433.586515359351,0.0,-3.3176977241435486,0.007123879662859115,0.0
901.0,712.4731366640907,-433.4150220077138,0.0,-3.3103298994970354,0.007614760403023667,0.0
902.0,711.4888131143149,-433.25119080975304,0.0,-3.302470204495558,0.008106057190969462,0.0
903.0,710.5041220708694,-433.0954903318271,0.0,-3.294118283214926,0.008597389120932235,0.0
904.0,709.5189809788496,-432.94838914029435,0.0,-3.2852741828064653,0.009088316094434737,0.0
905.0,708.5333072833516,-432.8103558015129,0.0,-3.275938414937221,0.009578312039725066,0.0
906.0,707.5470184294707,-432.6818588818412,0.0,-3.2661120202648894,0.010057085463386668,0.0
907.0,706.5600318623023,-432.5633669476376,0.0,-3.2557966355347108,0.010480164546903195,0.0
908.0,705.5722650269422,-432.4553485652603,0.0,-3.244994562783787,0.0107845666937629,0.0
909.0,704.5836353684861,-432.3582723010676,0.0,-3.2337091726526555,0.010937883937800043,0.0
910.0,703.5940604074527,-432.27260606477773,0.0,-3.222080118570415,0.010936241075524078,0.0
911.0,702.6034883935695,-432.1985502361854,0.0,-3.2105900437943315,0.010779777195616402,0.0
912.0,701.6119453766847,-432.1356278635896,0.0,-3.1996386202366742,0.010468845690339838,0.0
913.0,700.6194695325444,-432.08325642666284,0.0,-3.1892814398362357,0.01001368679302983,0.0
914.0,699.6260990368937,-432.04085340507754,0.0,-3.1795198409060275,0.009458836940781312,0.0
915.0,698.6318720654785,-432.0078362785062,0.0,-3.1703544766738405,0.008867455088660619,0.0
916.0,697.6368267940444,-431.9836225266213,0.0,-3.161785419097844,0.008272234565088361,0.0
917.0,696.6410013983367,-431.9676296290952,0.0,-3.1538122570228087,0.007677443576282972,0.0
918.0,695.6444340541013,-431.9592750656005,0.0,-3.1464341881709994,0.007083443629239072,0.0
919.0,694.6471629370836,-431.95797631580956,0.0,-3.1396501046187577,0.006490514463863046,0.0
920.0,693.6492262230295,-431.96315085939483,0.0,-3.133458671542915,0.00589886063721577,0.0
921.0,692.6506620876842,-431.9742161760288,0.0,-3.1278583991313864,0.005308618212104933,0.0
922.0,691.6515087067936,-431.9905897453839,0.0,-3.1228477076391346,0.004719861468940006,0.0
923.0,690.6518042561029,-432.0116890471327,0.0,-3.1184249856384674,0.00413260957875499,0.0
924.0,689.6515869113582,-432.0369315609475,0.0,-3.1145886415611646,0.003546833192403406,0.0
925.0,688.6508948483047,-432.06573476650084,0.0,-3.1113371486631745,0.0029624609160317584,0.0
926.0,687.6497662426882,-432.0975161434652,0.0,-3.1086690835614226,0.0023793856562146815,0.0
927.0,686.6482392702542,-432.13169317151295,0.0,-3.1065831584976804,0.0017974708292614048,0.0
928.0,685.6463521067483,-432.16768333031666,0.0,-3.1050782474829735,0.0012165564385324043,0.0
929.0,684.6441429279162,-432.2049040995488,0.0,-3.104153406463103,0.0006364650313075425,0.0
930.0,683.6416499095033,-432.2427729588817,0.0,-3.1038078876274935,5.7007552459012875e-05,0.0
931.0,682.6389112272553,-432.28070738798783,0.0,-3.1040411479624788,-0.0005220108835023282,0.0
932.0,681.6359650569179,-432.31812486653973,0.0,-3.1048528521224066,-0.0011007852775940677,0.0
933.0,680.6328495742365,-432.35444287420984,0.0,-3.106242869663885,-0.0016795050631684483,0.0
934.0,679.6296029549569,-432.38907889067065,0.0,-3.108211266660792,-0.002258348428745568,0.0
935.0,678.6262633748246,-432.42145039559455,0.0,-3.1107582916888945,-0.0028374766226253456,0.0
936.0,677.6228690095851,-432.450974868654,0.0,-3.113884356143499,-0.0034170282180534524,0.0
937.0,676.6194580349841,-432.47706978952147,0.0,-3.117590008831456,-0.00399711332188787,0.0
938.0,675.6160686267671,-432.49915263786954,0.0,-3.1218759047609543,-0.004577807715240427,0.0
939.0,674.6127389606797,-432.51664089337044,0.0,-3.126742768040686,-0.005159146921913057,0.0
940.0,673.6095072124676,-432.5289520356968,0.0,-3.132191348798354,-0.00574112020909626,0.0
941.0,672.6064115578765,-432.5355035445211,0.0,-3.138222374032753,-0.006323664535041327,0.0
942.0,671.6034901726516,-432.5357128995156,0.0,-3.1448364923302994,-0.006906658470521393,0.0
943.0,670.6007812325389,-432.52899758035295,0.0,-3.1520342124088767,-0.0074899161343210865,0.0
944.0,669.5983229132838,-432.5147750667055,0.0,-3.1598158354934256,-0.008073181198105182,0.0
945.0,668.5961533906318,-432.4924628382458,0.0,-3.168181381589563,-0.008656121032685902,0.0
946.0,667.5943108403287,-432.4614783746462,0.0,-3.1771305097993765,-0.009238321085345027,0.0
947.0,666.59283343812,-432.4212391555793,0.0,-3.1866624329201585,-0.009819279596512187,0.0
948.0,665.5917593597512,-432.3711626607175,0.0,-3.196775826684421,-0.010398402783061922,0.0
949.0,664.5911267809681,-432.31066636973316,0.0,-3.207468734136234,-0.010972569850908474,0.0
950.0,663.5909738775163,-432.2391677622988,0.0,-3.2187384657977725,-0.011526323106709788,0.0
951.0,662.5913388251411,-432.1560843180869,0.0,-3.2305814964557005,-0.012034787401690266,0.0
952.0,661.5922597995883,-432.06083351676995,0.0,-3.2429933595901552,-0.012483864706686054,0.0
953.0,660.5937749766034,-431.9528328380204,0.0,-3.255934509711503,-0.012872440222371726,0.0
954.0,659.5959727276002,-431.8315743596914,0.0,-3.269226956501969,-0.013202099389178632,0.0
955.0,658.5991489984688,-431.69685864598574,0.0,-3.2826983267262744,-0.013474543779000259,0.0
956.0,657.6036533837146,-431.5485659908755,0.0,-3.2963203399879855,-0.01369403589485807,0.0
957.0,656.6098354779131,-431.3865766884378,0.0,-3.310101023059225,-0.013877219421629736,0.0
958.0,655.61804487564,-431.2107710327501,0.0,-3.3240483306427486,-0.01405021063434158,0.0
959.0,654.6286311714708,-431.0210293178896,0.0,-3.3381701383091107,-0.014228415089372337,0.0
960.0,653.6419439599815,-430.8172318379336,0.0,-3.3524742335205606,-0.014414333098006089,0.0
961.0,652.6583328357476,-430.5992588869593,0.0,-3.3669683045957277,-0.014607854497615274,0.0
962.0,651.678147393345,-430.36699075904403,0.0,-3.3816599275132977,-0.01480885459263459,0.0
963.0,650.7017372273491,-430.1203077482651,0.0,-3.396556550452175,-0.015017191849233667,0.0
964.0,649.7294519323357,-429.8590901486998,0.0,-3.411665475967121,-0.015232705492608783,0.0
965.0,648.7616411028806,-429.5832182544253,0.0,-3.4269938407014666,-0.015455213016316485,0.0
966.0,647.7986543335594,-429.2925723595189,0.0,-3.442548592547277,-0.015684507612898503,0.0
967.0,646.8408412189476,-428.98703275805786,0.0,-3.4583364651716657,-0.015920355538551294,0.0
968.0,645.8885513536216,-428.6664797441196,0.0,-3.4743639498411456,-0.016162493428818796,0.0
969.0,644.9421343321561,-428.33079361178125,0.0,-3.4906372644963106,-0.016410625586661173,0.0
970.0,644.0019397491274,-427.97985465512005,0.0,-3.507162320049741,-0.016664421269226973,0.0
971.0,643.0683171991111,-427.6135431682134,0.0,-3.523944683909273,-0.01692328675638472,0.0
972.0,642.1416162766828,-427.2317394451386,0.0,-3.540989540762778,-0.01717726590167712,0.0
973.0,641.2221865764184,-426.83432377997275,0.0,-3.558301650699222,-0.01739529658499493,0.0
974.0,640.3103776928933,-426.4211764667932,0.0,-3.575885304788898,-0.01754235460467541,0.0
975.0,639.4065392206834,-425.9921777996773,0.0,-3.5937411248132993,-0.01760345701939611,0.0
976.0,638.5110166178343,-425.54721307643354,0.0,-3.6117418121476366,-0.017576555366570448,0.0
977.0,637.6239891431601,-425.08636863688105,0.0,-3.629591924588344,-0.017460620388612003,0.0
978.0,636.7454169848121,-424.6099958184918,0.0,-3.6471080438361256,-0.01725504651297641,0.0
979.0,635.8752453665934,-424.1184640602824,0.0,-3.6642745791074707,-0.01696874664685447,0.0
980.0,635.0134195123067,-423.6121428012695,0.0,-3.6810883874865157,-0.016631891339972116,0.0
981.0,634.1598846457543,-423.09140148046964,0.0,-3.6975472534421727,-0.016278760890760857,0.0
982.0,633.3145859907394,-422.55660953689943,0.0,-3.7136498273416945,-0.015923738479710625,0.0
983.0,632.4774687710645,-422.0081364095754,0.0,-3.729395562675204,-0.015568413978171228,0.0
984.0,631.6484782105324,-421.44635153751426,0.0,-3.7447846528203863,-0.015213496856175296,0.0
985.0,630.827559532946,-420.87162435973255,0.0,-3.7598179680747355,-0.014859635227241524,0.0
986.0,630.0146579621077,-420.2843243152468,0.0,-3.7744969935848096,-0.014507416821096636,0.0
987.0,629.2097187218203,-419.6848208430738,0.0,-3.788823768703574,-0.014157370450036144,0.0
988.0,628.4126870358866,-419.0734833822299,0.0,-3.8028008282115686,-0.013809967881161305,0.0
989.0,627.6235081281092,-418.4506813717319,0.0,-3.81643114575368,-0.013465626032067073,0.0
990.0,626.8421272222911,-417.8167842505963,0.0,-3.8297180797585715,-0.013126171466284729,0.0
991.0,626.0684895422347,-417.17216145783965,0.0,-3.842665322037525,-0.012813031857295177,0.0
992.0,625.302540311743,-416.51718243247865,0.0,-3.855276849193855,-0.012576837867407787,0.0
993.0,624.5442247546185,-415.8522166135298,0.0,-3.867556876914629,-0.012461546076268988,0.0
994.0,623.7934880946641,-415.17763344000974,0.0,-3.879530285901741,-0.012481157049645475,0.0
995.0,623.0503119599967,-414.4937795911588,0.0,-3.891476757015534,-0.012637198645883148,0.0
996.0,622.3151292754408,-413.80071959800625,0.0,-3.9038309470934234,-0.012930965879187786,0.0
997.0,621.588678046592,-413.0983272567673,0.0,-3.916779923486594,-0.01336227682378599,0.0
998.0,620.8717020274331,-412.38647276979714,0.0,-3.930339677004539,-0.013911267256869688,0.0
999.0,620.1649449719467,-411.6650263394509,0.0,-3.944523275269205,-0.014528771782251251,0.0
1000.0,619.4691506341156,-410.9338581680839,0.0,-3.959343973147908,-0.015172180521894951,0.0
1001.0,618.7850627679225,-410.1928384580513,0.0,-3.9748150652014655,-0.015828697055118753,0.0
1002.0,618.11342512735,-409.44183741170855,0.0,-3.990949719311985,-0.016497827342396545,0.0
1003.0,617.4549814663808,-408.68072523141063,0.0,-4.00776078974849,-0.017179108231853472,0.0
1004.0,616.8104755389976,-407.90937211951285,0.0,-4.025260608138057,-0.017871854033757777,0.0
1005.0,616.1806510991831,-407.12764827837043,0.0,-4.043460751124739,-0.018575133877791875,0.0
1006.0,615.56625190092,-406.33542391033865,0.0,-4.062371783942557,-0.019287748908017432,0.0
1007.0,614.968021698191,-405.5325692177727,0.0,-4.082002979720505,-0.020008210025125157,0.0
1008.0,614.3867042449785,-404.7189544030277,0.0,-4.102362015101478,-0.02073403506335999,0.0
1009.0,613.8230432952657,-403.89444966845906,0.0,-4.123454643701059,-0.021431792519081862,0.0
1010.0,613.2777826030351,-403.058925216422,0.0,-4.14528435007166,-0.021997293716284512,0.0
1011.0,612.7516659222694,-402.2122512492716,0.0,-4.167851988166639,-0.022312622015144168,0.0
1012.0,612.2454370069511,-401.3542979693632,0.0,-4.1911458619831965,-0.02232825827978679,0.0
1013.0,611.759822178755,-400.4849434114106,0.0,-4.214731768351245,-0.022039704448102434,0.0
1014.0,611.294784418735,-399.6044085800562,0.0,-4.2376051073398,-0.021446542289907975,0.0
1015.0,610.8492424874194,-398.71338364957586,0.0,-4.259136595694201,-0.02055005097400413,0.0
1016.0,610.4220398025702,-397.81259264584764,0.0,-4.279275679025351,-0.019383046465958502,0.0
1017.0,610.0120197819502,-396.90275959474945,0.0,-4.2980191770208025,-0.018049588749258785,0.0
1018.0,609.6180258433219,-395.9846085221594,0.0,-4.315368753276208,-0.01666786925043638,0.0
1019.0,609.2389014044476,-395.05886345395544,0.0,-4.331329810509685,-0.01528801935646719,0.0
1020.0,608.8734898830897,-394.1262484160155,0.0,-4.3459104703481755,-0.013915437582939687,0.0
1021.0,608.5206346970107,-393.1874874342178,0.0,-4.359120647832492,-0.012551697158928756,0.0
1022.0,608.1791792639731,-392.24330453444014,0.0,-4.370971224707618,-0.011197590825694523,0.0
1023.0,607.8479670017391,-391.2944237425606,0.0,-4.381473321002475,-0.009854376155585662,0.0
1024.0,607.5258413280715,-390.34156908445715,0.0,-4.390637661204834,-0.008545541860620618,0.0
1025.0,607.2116456607323,-389.3854645860078,0.0,-4.398474029317179,-0.007333836251954511,0.0
1026.0,606.9042234174843,-388.42683427309066,0.0,-4.4049908060284375,-0.006278721320313771,0.0
1027.0,606.6024180160898,-387.4664021715835,0.0,-4.410210741007623,-0.005399237329785945,0.0
1028.0,606.3051010677801,-386.5048734335793,0.0,-4.414457963221734,-0.004694545880161272,0.0
1029.0,606.0116741815837,-385.5425984103905,0.0,-4.418307616845739,-0.004163306512206041,0.0
1030.0,605.7220104764605,-384.5796118065636,0.0,-4.422039027348746,-0.0038032557031501464,0.0
1031.0,605.4359995171033,-383.6159373172423,0.0,-4.425661277475566,-0.003589579370807997,0.0
1032.0,605.1535308682049,-382.65159863757043,0.0,-4.429174055368705,-0.0034580094084252057,0.0
1033.0,604.8744940944588,-381.6866194626917,0.0,-4.432577071147796,-0.003347480525407104,0.0
1034.0,604.5987787605578,-380.7210234877501,0.0,-4.435870055732366,-0.003237362801216749,0.0
1035.0,604.3262744311946,-379.7548344078892,0.0,-4.439052759688303,-0.003127002669381199,0.0
1036.0,604.0568706710628,-378.78807591825296,0.0,-4.4421249520971235,-0.0030164181488776844,0.0
1037.0,603.7904570448549,-377.82077171398515,0.0,-4.4450864194530615,-0.002905626172880181,0.0
1038.0,603.5269231172641,-376.8529454902296,0.0,-4.447936964588285,-0.0027946426174616508,0.0
1039.0,603.2661584529833,-375.88462094213,0.0,-4.4506764056273225,-0.002683482331888928,0.0
1040.0,603.0080526167056,-374.9158217648303,0.0,-4.453304574973466,-0.0025721591703198954,0.0
1041.0,602.7524951731241,-373.9465716534742,0.0,-4.455821318327018,-0.002460686024692103,0.0
1042.0,602.4993756869316,-372.97689430320554,0.0,-4.458226493738113,-0.0023490748588257705,0.0
1043.0,602.2485837228211,-372.0068134091681,0.0,-4.460519970693758,-0.002237336743555561,0.0
1044.0,602.0000088454857,-371.0363526665058,0.0,-4.462701629240906,-0.002125481892818661,0.0
1045.0,601.7535406196184,-370.06553577036226,0.0,-4.46477135914613,-0.0020135197005797245,0.0
1046.0,601.5090686099122,-369.09438641588133,0.0,-4.466729059093038,-0.001901458778453792,0.0
1047.0,601.2664823810602,-368.1229282982069,0.0,-4.468574635917529,-0.0017893069941311726,0.0
1048.0,601.0256714977551,-367.1511851124827,0.0,-4.470308003882417,-0.001677071510371965,0.0
1049.0,600.7865255246902,-366.1791805538525,0.0,-4.4719290839908306,-0.00156475882448153,0.0
1050.0,600.5489340265585,-365.20693831746024,0.0,-4.473437803339394,-0.0014523748083354882,0.0
1051.0,600.3127865680527,-364.2344820984496,0.0,-4.474834094513106,-0.0013399247487838448,0.0
1052.0,600.0779727138662,-363.26183559196437,0.0,-4.476117895019137,-0.001227413388479156,0.0
1053.0,599.8443820286916,-362.2890224931484,0.0,-4.4772891467627725,-0.0011148449670644717,0.0
1054.0,599.6119040772223,-361.31606649714564,0.0,-4.478347795564491,-0.001002223262534915,0.0
1055.0,599.3804284241511,-360.3429912990996,0.0,-4.479293790718429,-0.0008895516329693161,0.0
1056.0,599.1498446341709,-359.36982059415425,0.0,-4.480127084593527,-0.000776833058495566,0.0
1057.0,598.9200422719749,-358.3965780774534,0.0,-4.4808476322756,-0.0006640701833891301,0.0
1058.0,598.6909109022561,-357.42328744414084,0.0,-4.481455391252389,-0.000551265358419682,0.0
1059.0,598.4623400897071,-356.44997238936025,0.0,-4.481950321141425,-0.00043842068332043476,0.0
1060.0,598.2342193990215,-355.47665660825567,0.0,-4.482332383459423,-0.00032553804945616746,0.0
1061.0,598.0064383948919,-354.50336379597064,0.0,-4.482601541435288,-0.00021261918257867559,0.0
1062.0,597.7788866420117,-353.53011764764915,0.0,-4.482757759865507,-9.966568567554292e-05,0.0
1063.0,597.5514537050733,-352.55694185843487,0.0,-4.482801005012935,1.3320917969953226e-05,0.0
1064.0,597.3240291487701,-351.58386012347177,0.0,-4.482731244548578,0.0001263391416839177,0.0
1065.0,597.0965025377952,-350.61089613790347,0.0,-4.482548447535512,0.0002393874922175243,0.0
1066.0,596.8687634368414,-349.63807359687394,0.0,-4.482252584457759,0.0003524644264787062,0.0
1067.0,596.6407014106017,-348.66541619552686,0.0,-4.481843627291509,0.00046556830820427506,0.0
1068.0,596.412206023769,-347.6929476290061,0.0,-4.4813215496196275,0.0005786973644490751,0.0
1069.0,596.1831668410366,-346.7206915924554,0.0,-4.4806863267901225,0.0006918496421404186,0.0
1070.0,595.9534734270975,-345.74867178101863,0.0,-4.479937936117618,0.0008050229646284608,0.0
1071.0,595.7230153466444,-344.77691188983954,0.0,-4.479076357129036,0.0009182148880569736,0.0
1072.0,595.4916821643703,-343.80543561406193,0.0,-4.4781015718527675,0.0010314226577926736,0.0
1073.0,595.2593634449686,-342.83426664882967,0.0,-4.477013565150538,0.0011446431648563277,0.0
1074.0,595.025948753132,-341.8634286892864,0.0,-4.475812325093932,0.001257872902366167,0.0
1075.0,594.7913276535535,-340.89294543057616,0.0,-4.474497843384407,0.001371107922082932,0.0
1076.0,594.5553897109262,-339.9228405678426,0.0,-4.473070115816245,0.0014843437909199,0.0
1077.0,594.318024489943,-338.95313779622956,0.0,-4.471529142783506,0.0015975755475921638,0.0
1078.0,594.0791215552971,-337.9838608108808,0.0,-4.469874929830021,0.001710797659499885,0.0
1079.0,593.8385704716814,-337.01503330694015,0.0,-4.468107488242621,0.0018240039796886263,0.0
1080.0,593.5962608037887,-336.04667897955153,0.0,-4.466226835687806,0.0019371877040830524,0.0
1081.0,593.3520821163123,-335.0788215238585,0.0,-4.464232996890374,0.0020503413290262297,0.0
1082.0,593.1059239739451,-334.11148463500507,0.0,-4.462126004354967,0.0021634566090960356,0.0
1083.0,592.85767594138,-333.1446920081349,0.0,-4.459905899130045,0.002276524515422056,0.0
1084.0,592.6072275833102,-332.1784673383919,0.0,-4.457572731612544,0.0023895351944591375,0.0
1085.0,592.3544684644285,-331.2128343209198,0.0,-4.455126562394616,0.0025024779272586296,0.0
