s_m,x_m,y_m,z_m,heading_rad,curvature_radpm,slope_pct
0.0,-256.9085934392296,1060.0190554100993,0.0,2.141943896381332,0.0009499993982329892,0.0
1.0,-257.44981242709684,1060.86130320991,0.0,2.14255458135514,0.000940962211318722,0.0
2.0,-257.9920330313381,1061.7028478956759,0.0,2.143764952931067,0.0009715282999294773,0.0
3.0,-258.53523677894765,1062.5437017842928,0.0,2.144953262048471,0.0010424543737545772,0.0
4.0,-259.07940519692033,1063.3838771926567,0.0,2.1461195011212006,0.0011107764012840335,0.0
5.0,-259.6245198122505,1064.223386437663,0.0,2.1472636629699475,0.0011331066225517905,0.0
6.0,-260.1705621519328,1065.0622418362086,0.0,2.1483857408062192,0.0011110201341775522,0.0
7.0,-260.71751374296184,1065.9004557051887,0.0,2.1494857282152013,0.0010889273773650374,0.0
8.0,-261.26535611233214,1066.7380403614995,0.0,2.1505636191392474,0.0010668287022345916,0.0
9.0,-261.81407078703813,1067.575008122037,0.0,2.1516194078626847,0.0010447244430966673,0.0
10.0,-262.36363929407463,1068.4113713036966,0.0,2.152653088995339,0.0010226149186900774,0.0
11.0,-262.9140431604361,1069.2471422233748,0.0,2.153664657457443,0.0010005004325648007,0.0
12.0,-263.465263913117,1070.0823331979673,0.0,2.1546541084649893,0.000978381273386532,0.0
13.0,-264.017283079112,1070.9169565443701,0.0,2.155621437514531,0.0009562577151960928,0.0
14.0,-264.5700821854157,1071.7510245794788,0.0,2.156566640368551,0.0009341300177684467,0.0
15.0,-265.1236427590226,1072.5845496201898,0.0,2.157489713041805,0.0009119984269053534,0.0
16.0,-265.67794632692716,1073.4175439833987,0.0,2.1583906517875384,0.0008898631747022989,0.0
17.0,-266.23297441612414,1074.2500199860012,0.0,2.1592694530832306,0.0008677244799533135,0.0
18.0,-266.78870855360793,1075.0819899448938,0.0,2.16012611361831,0.0008455825484282428,0.0
19.0,-267.34513026637325,1075.913466176972,0.0,2.1609606302807975,0.0008234375731031664,0.0
20.0,-267.9022210814146,1076.744460999132,0.0,2.1617730001445548,0.0008012897346108945,0.0
21.0,-268.4599625257265,1077.5749867282696,0.0,2.1625632204578733,0.000779139201519222,0.0
22.0,-269.01833612630367,1078.4050556812804,0.0,2.163331288630478,0.0007569861305716558,0.0
23.0,-269.57732341014037,1079.2346801750605,0.0,2.16407720222231,0.0007348306671125673,0.0
24.0,-270.13690590423147,1080.0638725265064,0.0,2.1648009589330117,0.0007126729453368658,0.0
25.0,-270.6970651355714,1080.8926450525132,0.0,2.165502556589798,0.0006905130886250633,0.0
26.0,-271.2577826311547,1081.7210100699774,0.0,2.1661819931373127,0.0006683512099303623,0.0
27.0,-271.81903991797606,1082.5489798957947,0.0,2.1668392666276155,0.0006461874119904224,0.0
28.0,-272.3808185230298,1083.3765668468607,0.0,2.1674743752095287,0.0006240217877054072,0.0
29.0,-272.9430999733108,1084.203783240072,0.0,2.1680873171195736,0.0006018544204972846,0.0
30.0,-273.50586579581335,1085.0306413923238,0.0,2.1686780906722394,0.0005796853845755504,0.0
31.0,-274.06909751753216,1085.8571536205125,0.0,2.169246694250948,0.0005575147452877094,0.0
32.0,-274.63277666546173,1086.683332241534,0.0,2.169793126299737,0.0005353425594204961,0.0
33.0,-275.1968847665968,1087.509189572284,0.0,2.1703173853143354,0.0005131688755509892,0.0
34.0,-275.76140334793155,1088.3347379296586,0.0,2.1708194698346506,0.0004909937343865309,0.0
35.0,-276.32631393646096,1089.1599896305534,0.0,2.1712993784365215,0.00046881716903911035,0.0
36.0,-276.8915980591794,1089.9849569918647,0.0,2.1717571097244677,0.00044663920537663896,0.0
37.0,-277.45723724308135,1090.8096523304882,0.0,2.172192662325059,0.0004244598623551595,0.0
38.0,-278.02321301516156,1091.63408796332,0.0,2.1726060348795397,0.00040227915232675973,0.0
39.0,-278.5895069024144,1092.458276207256,0.0,2.172997226037693,0.00038009708139465277,0.0
40.0,-279.15610043183466,1093.282229379192,0.0,2.1733662344516524,0.00035791364971807634,0.0
41.0,-279.7229751304167,1094.1059597960239,0.0,2.1737130587703057,0.0003357288518239798,0.0
42.0,-280.2901125251553,1094.9294797746475,0.0,2.174037697633441,0.0003135426769472601,0.0
43.0,-280.85749414304473,1095.752801631959,0.0,2.1743401496670733,0.00029135510937547003,0.0
44.0,-281.42510151107984,1096.5759376848544,0.0,2.1746204134785065,0.0002691661287625356,0.0
45.0,-281.992916156255,1097.3989002502292,0.0,2.174878487651628,0.0002469757104312758,0.0
46.0,-282.5609196055649,1098.2217016449795,0.0,2.1751143707428664,0.0002247838257422823,0.0
47.0,-283.12909338600394,1099.0443541860016,0.0,2.1753280612777357,0.0002025904423787076,0.0
48.0,-283.69741902456684,1099.8668701901906,0.0,2.175519557746898,0.0001803955246871983,0.0
49.0,-284.26587804824817,1100.6892619744433,0.0,2.1756888586028866,0.00015819903405175518,0.0
50.0,-284.8344519840424,1101.5115418556552,0.0,2.1758359622580197,0.00013600092914150305,0.0
51.0,-285.4031223589442,1102.333722150722,0.0,2.175960867080862,0.00011380116626507382,0.0
52.0,-285.9718706999479,1103.15581517654,0.0,2.1760635713948933,9.159969974865361e-05,0.0
53.0,-286.54067853404837,1103.977833250005,0.0,2.1761440734763258,6.939648220135755e-05,0.0
54.0,-287.10952738823994,1104.7997886880128,0.0,2.1762023715522574,4.719146486488666e-05,0.0
55.0,-287.6783987895173,1105.6216938074595,0.0,2.1762384638000873,2.498459794833936e-05,0.0
56.0,-288.24727426487505,1106.443560925241,0.0,2.1762523483461784,2.775830922040003e-06,0.0
57.0,-288.81613534130764,1107.2654023582531,0.0,2.176244023265547,-1.9434887103875195e-05,0.0
58.0,-289.3849635458097,1108.0872304233917,0.0,2.1762134865814433,-4.16476070616805e-05,0.0
59.0,-289.9537404053757,1108.9090574375527,0.0,2.176160736265589,-6.386237962484133e-05,0.0
60.0,-290.5224474470004,1109.7308957176322,0.0,2.1760857702385388,-8.607925487218765e-05,0.0
61.0,-291.0910661976781,1110.552757580526,0.0,2.17598858637059,-0.00010829828197825693,0.0
62.0,-291.65957818440364,1111.3746553431304,0.0,2.175869182482891,-0.00013051950881323317,0.0
63.0,-292.2279649341713,1112.1966013223407,0.0,2.175727556348627,-0.00015274298164096628,0.0
64.0,-292.7962079739759,1113.018607835053,0.0,2.1755637056948878,-0.00017496874485981425,0.0
65.0,-293.3642888308119,1113.840687198163,0.0,2.175377628204407,-0.0001971968406089264,0.0
66.0,-293.9321890316738,1114.6628517285678,0.0,2.17516932151924,-0.00021942730844894318,0.0
67.0,-294.4998901035563,1115.4851137431617,0.0,2.174938783241914,-0.0002416601850177954,0.0
68.0,-295.0673735734538,1116.3074855588418,0.0,2.1746860109391775,-0.00026389550368618607,0.0
